Cluster ID	Status	Cluster name	Size	Cluster members	Organisms	Length	Identity
UniRef50_Q90249	partially reviewed	Cluster: Basic phospholipase A2 homolog bothropstoxin-1	441	Q90249; Q6JK69; Q9PVE3; P24605; P0C616; Q9I834; I6L8L6; P20249; A0A096XPP6; Q2HZ28; P20476; Q6T5K9; O42192; P81480; P0DJP7; Q4QT05; P59171; Q4QT03; A8CG82; A8CG89; Q2ES53; P24293; B0LSF9; B0LSG7; B0LSG0; Q910A0; A0A0A1WCG3; Q9YGJ7; Q8UVZ7; P70089; P0DJQ1; U5HRG7; A8CG84; P84674; P59071; D0VX11; B3RFI8; P86368; A0A0D3N8X5; A7X4N6; Q6A3E3; Q6A3A3; Q6A3A6; Q6A3B1; Q6A3B2; Q6A3A5; Q6A3A1; Q6A3A7; Q6A3F0; Q6A3A4; F8QN53; P34180; Q6YCN9; Q6A3C7; Q6YCN7; Q6YCN8; Q6A3A9; Q6A3F2; Q6A3D8; Q7LZQ5; Q6A3C2; Q6A3A0; P0CAS0; Q90ZZ9; Q92152; A8E2V9; Q6H3C5; Q2YHJ2; Q2YHJ7; A0A0D3S0M2; Q6A3B7; Q6A3C3; Q6A3F4; Q6A3D1; Q6A3E0; Q6A3D3; Q6A3D9; Q6A3D7; Q6A3B0; Q6A3B4; Q6A3D4; Q6A3C0; Q6A3B5; Q6A3B9; Q6A3D5; Q6A3B8; Q6A3D6; Q6A3C6; Q6A3E7; Q6A3C9; I2DAL6; P45881; P20474; P86974; C9E7C4; A0A0B4U779; Q8JIG0; A0A0B4U791; B6F142; Q90Y77; U3TDC9; U3T7B0; Q02517; S6B451; P59265; P06860; P59264; Q6A391; Q6A370; P17935; Q6A394; Q6A367; Q6A380; Q6A369; Q6A386; Q6A378; Q6A371; Q6A388; Q6A382; Q6A381; Q6A387; F8QN50; Q6A390; Q6A385; Q6A389; Q6A383; Q6A374; Q6A392; Q6A376; Q6A368; P0DJJ9; U3T783; C7G1G6; P0DJJ8; A0A0D3N8V5; UPI00038ED62F; G3DT18; P86806; P86805; A0A096XPP4; P04361; P49121; T1E3C7; P0DKR3; P59172; Q4QT04; Q4QT02; P59170; P24294; Q6A342; Q8JFG0; Q6YCP0; Q6YCP1; Q6A356; Q6A337; Q02471; B2YHV1; P0DJP5; Q6A336; Q6A339; Q6A349; Q6A352; Q1RP79; Q6A346; Q6A338; Q7T1C6; Q6A351; Q1RP78; Q10755; P14420; P0DKR5; B0LSG6; Q6H3D6; P81165; P82950; A8E2V6; A8E2V5; P00622; A8CG86; P0DKX1; Q2ES52; P31100; B3RFI6; Q7ZZQ1; Q7T2R1; Q2ES51; P86907; J3RY63; F1SZV7; Q7ZTA7; Q7ZTA8; Q7ZTA6; P0DJM5; A0A077L7Z9; A0A0A1ENR3; D3IVZ4; Q6A3G1; C3W4R6; Q6A3K8; B5U6Z2; Q9PWR6; Q98996; B6CQR5; T1DJY7; Q6H3D3; P70090; Q6H3D4; Q6H3D2; Q6H3D5; Q6H3D1; O42188; O42187; K7TC65; P04417; P0DKU1; A0A0D3S0Q5; A8E2V8; P82114; Q8AXY1; P0DJ62; C9DPL5; B0LSG3; F8QN54; P31859; P14424; Q6A362; Q6A360; Q6A364; Q6A361; Q6A359; P00626; P11407; Q6A363; B3RFI7; Q92147; P0DJP4; Q2YHJ6; Q2YHJ3; A0A096XPP8; Q8UVU7; Q8JIY9; Q9I968; P31854; P81458; P86456; UPI000333A898; Q6A3N2; Q6A3N9; Q6A3P1; Q8JFG1; Q10754; Q715Z8; Q6A3N6; A4VBF0; P04084; Q6A3N1; Q6H3C9; Q6H3C6; Q2PWA3; Q9PVF3; A0A077L7C7; Q2PG81; A0A077L6W2; P22640; U5HS76; Q3HLQ4; P0CAS7; B0LSG5; Q71QE8; Q6EER5; Q9PVF1; Q9PVE9; Q9PVF0; S6BAM8; A0A077LD26; T2HPB8; Q90W39; P0DJM6; P0DJM7; Q805A2; B6F141; Q6H3D7; B0LSF4; Q6EER3; B0LSG8; Q6EER6; B0LSG4; A0A0D3N9P6; A0A0D3N944; UPI000442325C; F8QN51; U5HS18; P00625; T2HPH7; A8CG87; A8CG78; Q2TU95; B0LSG1; B0LSG2; P84776; H6BFA4; T1DH13; Q2YHJ8; Q2YHJ9; Q2YHJ4; P80963; S6BAM4; Q2PG83; A0A077L6K1; P06859; T2HPU3; Q91506; A8E2V4; A7X4P4; B0LSF5; Q6H3D0; P81479; P81478; P0DJP6; P0CAS3; P0DJN3; P0DJN4; P24027; B0LSF6; P62023; P62022; P0DJM9; P0DJN1; P0DJN0; P0DJN6; P86169; T1DJY9; T1DE90; Q6EER2; P0CAS5; P0CG56; P0CAS6; P0CAS2; A0A096XPP1; Q800C1; Q800C3; Q800C2; Q6H3C8; P70088; Q6A373; I1SB18; C0HJC1; Q2YHJ5; A8CG90; P0CAS4; P84651; P0C932; Q8QG87; A7X4U6; P51972; Q65ZR0; Q7T3S7; P0CAR9; Q6H3C7; Q9PVF2; P58399; P82287; P86975; Q9IAT9; Q6A3M8; Q6A3I3; Q6A3J5; Q6A3G4; Q6A3G5; Q6A3I9; Q6A3M9; Q6A3M2; Q6A3H4; Q6A3I4; Q6A3H6; Q7T1D4; Q7T1D2; Q6A3J4; Q7T1D3; Q6A3I0; Q6A3J2; Q7T1D1; Q1RP80; Q6A3F7; Q6A3I1; Q6A3K9; Q6A3H1; Q6A3J6; Q6A3H8; Q6A3L0; Q6A3K3; Q6A3M5; F8QN52; Q6A3F6; Q6A3J3; Q6A3L1; Q6A3K4; Q6A3K0; Q910A1; Q6A3K7; Q6A3N0; Q6YC90; Q7LZQ7; Q6A3G8; Q6A3J0; Q6A3H2; Q6A3H5; Q6A3M4; Q6A3I6; Q6A3H7; Q6A3I8; O42189; O42190; P00623; H6BFA2; J3S3V5; A0A0B8RV61; J3S823; P00624; J3SBP4; A0A0F7Z7A2; J3S3V6; J3SDV9; J3SDW0; T1DH17; Q800C4; D6MKR0; P0DJR1; T1DP65; Q1ZY03; B2YHV5; B0LSF8; Q6EAN6; T1D6N7; B0LSF7; Q6EER4; O57385; A8Y7N3; H6BFA3; P14421; U5HS26	Bothrops jararacussu (Jararacussu); Bothrops atrox (Barba amarilla) (Fer-de-lance); Bothrops asper (Terciopelo); Bothrops moojeni (Lance-headed viper) (Caissaca); Bothrops brazili; Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi); Gloydius intermedius (Central Asian pit viper) (Agkistrodon intermedius); Bothrops erythromelas (Caatinga lance head); Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper); Gloydius shedaoensis (Shedao island pit viper) (Agkistrodon shedaoensis); Gloydius halys (Chinese water mocassin) (Agkistrodon halys); Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri); Bitis arietans (African puff adder); Echis ocellatus (Ocellated saw-scaled viper); Daboia siamensis (Eastern Russels viper) (Daboia russelii siamensis); Daboia russelii (Russels viper) (Vipera russelii); Eristicophis macmahoni (Leaf-nosed viper); Sistrurus catenatus catenatus; Sistrurus miliarius (Pigmy rattlesnake) (Crotalus miliarius); Echis coloratus (Carpet viper); Daboia palaestinae (Palestine viper) (Vipera palaestinae); Crotalus atrox (Western diamondback rattlesnake); Ovophis monticola (Chinese mountain pitviper) (Trimeresurus monticola); Daboia russellii pulchella; Daboia russellii limitis; Azemiops feae (Feas viper); Vipera aspis aspis (Aspic viper); Vipera ammodytes montandoni; Vipera ammodytes meridionalis (Eastern sand viper); Vipera ammodytes ammodytes (Western sand viper); Vipera renardi (Steppe viper) (Vipera ursinii renardi); Vipera ammodytes ruffoi; Vipera berus berus (Common viper); Vipera aspis (Aspic viper); Vipera aspis zinnikeri (Viper); Vipera ursinii (Meadow viper); Cerastes cerastes (Horned desert viper); Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis); Trimeresurus gracilis (Kikuchi habu); Trimeresurus borneensis (Borneo pit viper); Trimeresurus puniceus (Flat-nosed pitviper); Atheris squamigera (Variable bush viper); Vipera aspis atra; Bothrops diporus (Chaco lancehead) (Bothrops neuwiedi diporus); Bothrops leucurus (White-tailed jararaca) (White-tailed lancehead); Crotalus durissus cascavella (Northeastern Brazilian rattlesnake); Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis); Protobothrops tokarensis (Tokara habu) (Trimeresurus tokarensis); Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera); Crotalus durissus cumanensis (South American rattlesnake); Agkistrodon piscivorus piscivorus (Eastern cottonmouth); Agkistrodon contortrix laticinctus (Broad-banded copperhead) (Agkistrodon mokasen laticinctus); Crotalus horridus (Timber rattlesnake); Pseudocerastes fieldi (Fields horned viper) (Pseudocerastes persicus fieldi); Echis pyramidum leakeyi (Leakeys carpet viper) (Echis carinatus leakeyi); Echis carinatus sochureki (Saw-scaled viper); Vipera nikolskii (Nikolskys adder); Cerrophidion godmani (Porthidium godmani) (Bothrops godmani); Atropoides nummifer (Jumping pit viper) (Porthidium nummifer); Bitis caudalis (Horned adder) (Horned viper); Bothrops ammodytoides (Yarara nata) (Patagonian lancehead); Crotalus adamanteus (Eastern diamondback rattlesnake); Crotalus oreganus abyssus (Grand Canyon rattlesnake) (Crotalus abyssus); Crotalus viridis viridis (Prairie rattlesnake); Lachesis muta (South American bushmaster); Macrovipera lebetina (Levantine viper) (Vipera lebetina); Macrovipera lebetina transmediterranea (Blunt-nosed viper) (Vipera lebetina transmediterranea); Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis); Atheris nitschei (Great lakes bush viper); Bothrops pirajai (Pirajas lance head); Sistrurus catenatus edwardsii (Desert massasauga) (Crotalophorus edwardsii); Vipera berus (Common European adder) (Coluber berus); Protobothrops jerdonii (Jerdons pitviper) (Trimeresurus jerdonii); Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus); Bothrops alternatus (Urutu) (Rhinocerophis alternatus); Octodon degus (Degu) (Sciurus degus); Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma); Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans); Crotalus durissus terrificus (South American rattlesnake); Protobothrops mangshanensis (Mangshan pitviper) (Zhaoermia mangshanensis); Sistrurus catenatus tergeminus (Western massasauga) (Crotalus tergeminus); Sistrurus miliarius streckeri (Western pigmy rattlesnake); Python bivittatus (Burmese python) (Python molurus bivittatus); Crotalus oreganus helleri (Southern pacific rattlesnake) (Crotalus viridis helleri); Bothriechis schlegelii (Eyelash palm pitviper); Crotalus durissus ruruima (South American rattlesnake) (Mt. Roraima rattlesnake); Crotalus mitchellii mitchellii (San Lucan speckled rattlesnake); Crotalus scutulatus scutulatus (Mojave rattlesnake); Crotalus basiliscus (Mexican west-coast rattlesnake); Crotalus durissus vegrandis (Uracoan rattlesnake) (Crotalus vegrandis); Crotalus durissus collilineatus (Brazilian rattlesnake); Bothriechis lateralis (Side-striped palm pitviper); Lachesis stenophrys (Central American bushmaster); Lachesis muta muta (Bushmaster); Bothrops insularis (Golden lancehead) (Lachesis insularis); Causus rhombeatus (Rhombic night adder); Agkistrodon piscivorus (cottonmouth); Echis carinatus (Saw-scaled viper); Bothrops pauloensis (Neuwieds lancehead) (Bothrops neuwiedi pauloensis); Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	137	50%
UniRef50_Q90282	partially reviewed	Cluster: Zinc metalloproteinase-disintegrin-like VAP2B	272	Q90282; C9E1R8; A8QL59; E9JG34; Q8JIR2; T2HPB1; A0A077LAC3; P0C7B0; Q3HTN1; Q6X1T6; E9JG62; E9JG99; E9JGA4; E9JGA8; E9JG81; E9JG72; E9JG60; E9JG65; E9JG88; E9JG56; E9JG75; E9JG82; P20164; A0A077LD96; A0A077LDA3; A0A077LDA9; D3TTC2; Q9PVK7; E9JG38; E9JG41; Q1PS45; E9JG66; E9JG89; B0VXU4; R4G2D3; U3TBS9; E9JG55; Q2LD49; A0A098M152; A0A098M153; A0A098M161; E9JG83; E9JG69; E9JG64; T1DMN4; C9E1S0; G1UJB2; T2HP35; A0A077L849; T2HPE1; E9JGC0; B0VXU5; A0A0B8RYU4; A0A0B8RRY8; A0A0B8RV81; Q9PT48; B5KFV7; D5LMJ3; E9KJZ8; Q2UXQ7; E9KJZ9; J3SDW5; F8S110; J3S3W1; V5IWF4; D8VNS0; E9JG33; E9JG52; E9JG46; E9JG36; Q4VM07; E9JGB5; C6JUN2; U3FWL3; A0A0F7YYV1; Q3HTN2; R4G2W9; A0A098M208; A0A098M137; A0A098M216; A0A098M214; E9KNB4; F8RKW0; F8RKW1; F8RKV9; B5KFV1; R4FJM6; R4NNL0; Q4VM08; B8K1W0; Q7LZ61; K9JAW0; Q4QT06; E9JGA1; A0A0A1WDQ2; E9JG37; Q98UF9; E9JGA7; E9JGA2; A0A098M230; A0A098M225; A0A024AXX7; Q2UXQ0; B5KFV6; B5KFV5; B5KFV9; J3S829; A0A0F7Z793; A0A0F7Z0V4; J3RY82; J3SDW8; F8S107; F8S105; J3SBQ0; J3S3W2; J3SDW6; Q8UVG0; E9JGC1; Q90495; A0A098M215; C6JUN4; C6JUN3; A7X425; P23323; A0A077LA85; T2HS73; U3TAC5; U3TBC0; T2HPI3; P18619; J3S831; B0VXU6; A0A0B4U9L8; T1DJY5; U3EPC7; B5KFV2; B5KFV3; E9JGB6; Q90499; E9JGB7; A3R0T9; Q2UXQ1; E9JG58; A4PBQ9; O93523; Q8QG88; C3UWN6; Q2QA02; P30431; A0A098M222; A0A098M226; Q2UXQ5; E9KJY8; E9KJY9; E9KJY4; E9KJY5; Q2UXQ4; E9KJY7; E9KJY6; A8QL48; A8QL49; V5TBK6; Q10749; Q2UXR0; A0A0B8RSV9; A0A0B8RYU2; A0A0B8RZW0; E9JG92; A0A0A1WDV9; E9JG96; A0A0B4SX85; V5Z141; E9JG93; A0A0B8RZW1; A0A0B8RRZ1; A0A098M146; Q7T046; E9JG59; E9JG68; E9JG84; J3SBQ2; J3RY86; J3SBQ1; J3S830; A0A0F7Z3C1; F8S112; B0VXU9; J3S3W3; T1E3X9; Q9DGB9; A0A0B8RV98; F8S106; F8S108; A0A0F7Z0V8; E9JG40; E9JG30; E9JG28; Q2UXQ9; E9KJZ2; P0DM97; R4FIC4; A0A098M147; A0A098M212; Q90ZI3; T2HRR6; O73795; A0A098M219; A0A098M221; A0A098M223; A0A098M156; B5KFV8; R4FIX4; E9JG79; E9JG90; E9JG97; E9JG74; E9JGA0; E9JG27; E9JG35; Q90500; Q2UXQ6; Q9W6M5; A0A0C4ZNF1; Q8AWI5; A6XJS7; R4FIY6; P31988; Q1PHZ4; E9JG63; A0A098M157; A0A098M210; A0A098M141; A0A098M213; A0A098M224; A0A098M211; A0A098M132; E9KJZ5; Q2UXQ2; E9KJZ6; B5KFV4; B5G6F7; A0A0A1WDQ6; A0A098M218; A0A098M142; A0A098M217; A0A098M220; E9JG39; E9JG71; E9JG86; E9JG94; E9JG76; E9JG67; E9JG70; E9JG80; E9JG73; E9JG77; E9JG91; A0A0A1WCB1; E9JG95; E9JG98; E9JG85; E9JG61; E9JG78; E9JG57; E9JG54; E9JG87; E9JG29; E9JG26; A0A0F7Z792; J3RY90; F8S111; O42138	Crotalus atrox (Western diamondback rattlesnake); Crotalus viridis viridis (Prairie rattlesnake); Naja atra (Chinese cobra); Echis carinatus sochureki (Saw-scaled viper); Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis); Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus); Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri); Echis ocellatus (Ocellated saw-scaled viper); Echis coloratus (Carpet viper); Naja kaouthia (Monocled cobra) (Naja siamensis); Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus); Sistrurus catenatus edwardsii (Desert massasauga) (Crotalophorus edwardsii); Acanthophis wellsi; Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis); Hypsiglena sp. JMG-2014; Crotalus oreganus helleri (Southern pacific rattlesnake) (Crotalus viridis helleri); Agkistrodon piscivorus leucostoma (Western cottonmouth) (Acontias leucostoma); Echis pyramidum leakeyi (Leakeys carpet viper) (Echis carinatus leakeyi); Boiga irregularis (Brown tree snake); Atractaspis engaddensis (Israeli burrowing asp) (Israeli mole viper); Notechis scutatus (mainland tiger snake); Crotalus adamanteus (Eastern diamondback rattlesnake); Trimeresurus gracilis (Kikuchi habu); Cerberus rynchops (Dog-faced water snake); Macrovipera lebetina (Levantine viper) (Vipera lebetina); Philodryas olfersii (Green snake); Micrurus fulvius (Eastern coral snake) (Coluber fulvius); Hemiaspis signata; Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides); Tropidechis carinatus (Australian rough-scaled snake); Echiopsis curta; Vipera ammodytes ammodytes (Western sand viper); Daboia russelii (Russels viper) (Vipera russelii); Daboia siamensis (Eastern Russels viper) (Daboia russelii siamensis); Bitis arietans (African puff adder); Bothrops jararaca (Jararaca) (Bothrops jajaraca); Micropechis ikaheka (New Guinean small-eyed snake); Oxyuranus microlepidotus (Inland taipan); Oxyuranus scutellatus (Coastal taipan); Pseudonaja textilis (Eastern brown snake); Bothrops erythromelas (Caatinga lance head); Echis carinatus (Saw-scaled viper); Crotalus horridus (Timber rattlesnake); Pseudechis porphyriacus (Red-bellied black snake); Pseudechis australis (Mulga snake) (King brown snake); Echis pyramidum (carpet viper); Ophiophagus hannah (King cobra) (Naja hannah); Bothrops insularis (Golden lancehead) (Lachesis insularis); Crotalus durissus durissus (Central American rattlesnake); Bungarus fasciatus (Banded krait) (Pseudoboa fasciata); Bungarus multicinctus (Many-banded krait); Naja mossambica (Mozambique spitting cobra); Philodryas chamissonis; Denisonia devisi (De Vis banded snake); Cryptophis nigrescens (Eastern small-eyed snake) (Rhinoplocephalus nigrescens); Suta fasciata; Gloydius intermedius (Central Asian pit viper) (Agkistrodon intermedius); Gloydius halys (Chinese water mocassin) (Agkistrodon halys); Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus); Vermicella annulata (Eastern bandy-bandy); Bothrops cotiara (Cotiara) (Rhinocerophis cotiara); Bothrops jararacussu (Jararacussu); Hoplocephalus stephensii (Stephens banded snake); Demansia vestigiata (Lesser black whip snake) (Demansia atra); Agkistrodon contortrix laticinctus (Broad-banded copperhead) (Agkistrodon mokasen laticinctus)	609	50%
UniRef50_Q90WZ1	reviewed	Cluster: Kininogen-1b	2	Q90WZ1; P83060	Bombina maxima (Giant fire-bellied toad) (Chinese red belly toad); Bombina orientalis (Oriental fire-bellied toad)	208	50%
UniRef50_Q90Y44	partially reviewed	Cluster: Disintegrin-like halysetin	8	Q90Y44; A2CJE2; A2CJE3; A2CJE4; O93518; A7X4G0; A0A077LA53; B0VXU7	Gloydius halys (Chinese water mocassin) (Agkistrodon halys); Crotalus scutulatus scutulatus (Mojave rattlesnake); Crotalus viridis viridis (Prairie rattlesnake); Crotalus atrox (Western diamondback rattlesnake); Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus); Thrasops jacksonii (Jacksons black tree snake); Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans); Sistrurus catenatus edwardsii (Desert massasauga) (Crotalophorus edwardsii)	212	50%
UniRef50_Q91055	partially reviewed	Cluster: Cysteine-rich venom protein helothermine	5	Q91055; C6EVG0; UPI00020384B1; G1KE38; K7FMN6	Heloderma horridum horridum (Mexican beaded lizard); Heloderma suspectum cinctum (Banded Gila monster); Anolis carolinensis (Green anole) (American chameleon); Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	242	50%
UniRef50_Q91453	partially reviewed	Cluster: Stonustoxin subunit beta	16	Q91453; A0ZSK4; L8AXZ6; F2ZAE8; L8AXZ2; F2ZAF0; A0A068BIW2; A0A068BD90; L8AVF4; F2ZAF1; F2ZAE9; A0A068BFX2; Q98993; L8AXZ5; A0A068BEU7; A0A068BD83	Synanceia horrida (Estuarine stonefish) (Scorpaena horrida); Synanceia verrucosa (Reef stonefish); Hypodytes rubripinnis; Pterois antennata (Broadbarred firefish) (Scorpaena antennata); Pterois lunulata (luna lion fish); Pterois volitans (Red lionfish) (Gasterosteus volitans); Sebastapistes strongia (barchin scorpionfish); Scorpaenopsis oxycephala (tassled scorpionfish); Dendrochirus zebra (Zebra turkeyfish) (Pterois zebra); Inimicus japonicus (devil stinger); Sebastiscus marmoratus (false kelpfish)	700	50%
UniRef50_Q95NJ8	partially reviewed	Cluster: Potassium channel toxin alpha-KTx 17.1	5	Q95NJ8; A0A088D9Q7; A0A088DB03; A0A088DAD3; A0A088DB30	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	55	50%
UniRef50_Q95NK7	partially reviewed	Cluster: Potassium channel toxin alpha-KTx 14.2	18	Q95NK7; V9LLL4; Q9BKB4; A0ASK0; Q9BJX2; I6QN25; Q967F9; Q8MXD2; G9BNP2; I3Y3N9; G9BNN8; Q7Z0F1; Q7Z0H4; V9LLQ5; Q7Z0H5; B8XH34; B8XH41; A0A059U906	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Buthus occitanus israelis (Common yellow scorpion); Mesobuthus gibbosus (Mediterranean checkered scorpion)	54	50%
UniRef50_Q95P88	partially reviewed	Cluster: Defensin-like peptide TXKs2	3	Q95P88; A0A088D9S2; E4VP20	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	61	50%
UniRef50_Q95P89	partially reviewed	Cluster: Putative potassium channel blocker TXKS1	2	Q95P89; A0A088DB45	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	60	50%
UniRef50_Q95P90	partially reviewed	Cluster: HMG-CoA reductase inhibitor bumarsin	4	Q95P90; E4VP64; P84809; B8XGZ8	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii); Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus); Buthus occitanus tunetanus (Common European scorpion); Buthus occitanus israelis (Common yellow scorpion)	94	50%
UniRef50_Q9BH73	partially reviewed	Cluster: Conotoxin tx3a-a	227	Q9BH73; H2BK10; H2BK07; H2BK09; H2BK11; W4VSB1; H2BK13; H2BK14; H2BK08; R4IK85; H2BJY4; H2BJS3; H2BJV7; R4IKC1; U6C241; U6C2A3; U6C1Q9; U6C1Q5; U6C295; U6BZH0; Q5EHP2; U6BZT1; U6BZT4; U6BZG6; U6BZT9; U6C280; U6C275; U6C237; H2BK39; W4VSL6; R4IL96; H2BJZ1; R4IL83; H2BJZ0; R4IKI4; R4IKB4; R4IKC2; R4IKQ6; R4IL89; R4IL95; R4IKP9; H2BJS9; H2BJS8; H2BJS7; H2BK05; H2BK01; H2BK00; H2BJZ8; H2BK03; I1YB75; H2BJZ9; H2BJZ7; H2BK02; H2BK04; H2BJY9; U6BZF9; H2BJQ9; U6C284; H2BJU3; R4IKA3; R4IKP1; Q9BH51; Q9BPH9; H2BJT7; H2BJT5; H2BJT8; H2BJT4; H2BJU1; H2BJU0; H2BJT9; H2BJY8; Q9BPH4; H2BJV1; H2BJU9; H2BJV2; H2BJV0; R4IKB5; R4IKQ4; R4IL87; R4IKP8; R4IL91; R4IL93; H2BK38; H2BKA2; H2BKC9; Q5EHP1; H2BJS4; H2BKC8; H2BKA0; H2BJT2; H2BJT1; H2BJT0; H2BJT3; H2BKB0; H2BK55; H2BK54; H2BK56; W4VS59; H2BJZ6; H2BJZ5; Q9BPI0; H2BJZ4; H2BJZ3; Q9BPH8; H2BJV3; H2BK84; H2BK77; H2BJR6; H2BJR3; H2BJR8; H2BJR5; H2BJR1; H2BJR2; H2BJR4; H2BJR7; H2BK59; H2BK61; H2BK60; H2BK62; H2BK80; H2BK81; H2BK79; H2BK21; H2BK23; H2BK25; H2BK26; H2BK22; H2BK24; H2BJW7; H2BKC0; H2BKC4; H2BKC3; H2BKB7; H2BKC1; H2BKB9; H2BKB6; H2BKB4; H2BKB3; Q9BPH5; Q9BPH6; H2BK57; H2BK58; U6BZJ9; U6BZX2; H2BJS6; H2BK92; H2BK91; H2BJX9; H2BJY3; H2BJX8; H2BK15; H2BK18; H2BK17; H2BK16; H2BJY1; H2BJY0; H2BK52; P0C1N6; H2BKB1; H2BK64; H2BK63; H2BK41; H2BK40; H2BK42; A0A0C9R739; A0A098LXS6; A0A098LXY4; H2BJR0; H2BJV5; H2BJV4; H2BJY7; H2BJY6; H2BK90; H2BK88; H2BK89; H2BJZ2; H2BK30; H2BK78; H2BK83; H2BK82; A0A0C9SEM9; A0A098LXR3; W4VS05; U3L014; U6BZU1; U6C299; U6BZG4; U6BZF0; U6BZT7; P0C425; U6BZF6; U6BZD4; U6C1P4; U6C1N9; Q5EHP3; U6BZC3; U6C1N4; Q2I2Q2; H2BK28; H2BK29; H2BK48; U6BZR2; H2BK27; H2BK97; H2BK95; H2BK96; Q5EHP4; H2BJS5; Q2I2Q4; H2BK37; Q2I2Q3; H2BJQ8; H2BJV8; H2BJQ7; R4IKG5; H2BJQ4; D5L5Q8; U6BZC7; U6BZF3; U6C1Q0; U6BZT5; U6BZF5; U6C289; U6BZF8; U6BZG1; H2BJY5; P0CY73	Conus textile (Cloth-of-gold cone); Conus miles (Soldier cone) (Mile cone); Conus varius (Varius cone); Conus victoriae (Queen Victoria cone); Conus vitulinus (Calf cone) (Conus planorbis vitulinus); Conus vexillum (Flag cone); Conus ebraeus (Hebrew cone); Conus marmoreus (Marble cone); Conus betulinus (Beech cone); Conus capitaneus (Captain cone); Conus striatus (Striated cone); Conus coronatus (Crowned cone); Conus tessulatus (Tessellate cone); Conus emaciatus (False virgin cone); Conus quercinus (Oak cone); Conus ventricosus (Mediterranean cone); Conus caracteristicus (Characteristic cone); Conus pennaceus (Feathered cone) (Conus episcopus); Conus lividus (Livid cone); Conus rattus (Rat cone); Conus terebra; Conus tribblei; Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa); Unedogemmula bisaya; Conus flavidus (Yellow Pacific cone); Conus litteratus (Lettered cone); Conus leopardus (Leopard cone); Conus bullatus (Bubble cone)	70	50%
UniRef50_Q9BH81	partially reviewed	Cluster: Conotoxin ArMLCL-012	24	Q9BH81; Q9BPE2; Q45RU9; W4VSE8; Q9BPD7; Q9BPD8; Q9BP53; X5IG44; X5IWT8; Q9BPD4; Q9BPE3; Q9BH79; P0C666; Q9BPD3; Q9BPD6; Q9BPD5; Q9BPD1; Q9BPD2; Q9BPD9; Q9BPE1; Q9BPE0; X5IY24; Q9BP51; Q9BHA6	Conus arenatus (Sand-dusted cone); Conus pennaceus (Feathered cone) (Conus episcopus); Conus striatus (Striated cone); Conus victoriae (Queen Victoria cone); Conus tessulatus (Tessellate cone); Conus ventricosus (Mediterranean cone); Conus geographus (Geography cone) (Nubecula geographus); Conus caracteristicus (Characteristic cone)	67	50%
UniRef50_Q9BJV9	reviewed	Cluster: Omega-hexatoxin-Hi2a	4	Q9BJV9; Q9BJW0; Q9BJV8; Q9BJV7	Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensa); Atrax sp. (strain Illawarra) (Funnel-web spider)	102	50%
UniRef50_Q9BKB7	partially reviewed	Cluster: Potassium channel toxin gamma-KTx 2.1	3	Q9BKB7; A0A088DAE4; P59938	Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus); Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	57	50%
